 0.0000000      200000.00      190000.00      10000.000      403.77981      765.84084    
0.12500000E-02  199170.15      196684.17      2485.9723      100.09801      100.54893    
0.25000000E-02  199216.39      196732.86      2483.5377      100.00004      100.00187    
0.37500000E-02  199216.59      196733.05      2483.5367      100.00000      100.00001    
0.50000000E-02  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.62500000E-02  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.75000000E-02  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.10000000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.12500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.15000000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.17500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.20000000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.22500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.27500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.32500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.37500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.42500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.47500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.52500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.62500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.72500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.82500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.92500000E-01  199216.59      196733.05      2483.5367      100.00000      100.00000    
0.10250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.11250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.12250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.13250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.14250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.15250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.16250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.17250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.18250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.19250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.20250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.21250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.22250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.23250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.24250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.25250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.26250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.27250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.28250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.29250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.30250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.31250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.32250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.33250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.34250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.35250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.36250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.37250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.38250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.39250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.40250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.41250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.42250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.43250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.44250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.45250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.46250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.47250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.48250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.49250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.50250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.51250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.52250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.53250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.54250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.55250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.56250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.57250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.58250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.59250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.60250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.61250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.62250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.63250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.64250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.65250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.66250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.67250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.68250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.69250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.70250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.71250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.72250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.73250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.74250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.75250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.76250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.77250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.78250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.79250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.80250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.81250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.82250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.83250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.84250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.85250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.86250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.87250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.88250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.89250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.90250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.91250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.92250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.93250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.94250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.95250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.96250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.97250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.98250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
0.99250000      199216.59      196733.05      2483.5367      100.00000      100.00000    
 1.0025000      199216.59      196733.05      2483.5367      100.00000      100.00000    
 1.0125000      199216.59      196733.05      2483.5367      100.00000      100.00000    
 1.0225000      199216.59      196733.05      2483.5367      100.00000      100.00000    
