   2.86249999999998       1.000000000000000E-002
  0.000000000000000E+000  5.505331696884869E-006  0.000000000000000E+000
  -5.27316127130961       2.282959701034905E-006
  1.783470466493795E-007  4.478403544781127E-006 -2.995125425306626E-006
   5.20710055757428      -2.254395729830991E-006
  0.000000000000000E+000 -6.715130125385386E-003  0.000000000000000E+000
   326.479511811316      -1.267205767367395E-006
 -7.524105096848689E-002  0.000000000000000E+000   4186.76427880453     
  0.000000000000000E+000  0.000000000000000E+000
  -998.324142987751        3.23839222365591       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000
