 0.0000000      389.34997      2.0103681     0.46237415E-01  1.9641307      391.36034      389.39621     0.97700052    
0.12500000E-02  389.38503      1.9753074     0.11176708E-01  1.9641307      391.36034      389.39621     0.99434179    
0.25000000E-02  389.38505      1.9752940     0.11163222E-01  1.9641307      391.36034      389.39621     0.99434858    
0.37500000E-02  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.50000000E-02  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.62500000E-02  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.75000000E-02  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.10000000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.12500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.15000000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.17500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.20000000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.22500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.27500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.32500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.37500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.42500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.47500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.52500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.62500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.72500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.82500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.92500000E-01  389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.10250000      389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.11250000      389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
0.12250000      389.38505      1.9752939     0.11163207E-01  1.9641307      391.36034      389.39621     0.99434858    
