 0.0000000      33971451.      287292.18      34258743.    
0.12500000E-02  34048688.      210055.45      34258743.    
0.25000000E-02  34048674.      210069.54      34258743.    
0.37500000E-02  34048674.      210069.69      34258743.    
0.50000000E-02  34048674.      210069.69      34258743.    
0.62500000E-02  34048674.      210069.69      34258743.    
0.75000000E-02  34048674.      210069.69      34258743.    
0.10000000E-01  34048674.      210069.69      34258743.    
0.12500000E-01  34048674.      210069.69      34258743.    
0.15000000E-01  34048674.      210069.69      34258743.    
0.17500000E-01  34048674.      210069.69      34258743.    
0.20000000E-01  34048674.      210069.69      34258743.    
0.22500000E-01  34048674.      210069.69      34258743.    
0.27500000E-01  34048674.      210069.69      34258743.    
0.32500000E-01  34048674.      210069.69      34258743.    
0.37500000E-01  34048674.      210069.69      34258743.    
0.42500000E-01  34048674.      210069.69      34258743.    
0.47500000E-01  34048674.      210069.69      34258743.    
0.52500000E-01  34048674.      210069.69      34258743.    
0.62500000E-01  34048674.      210069.69      34258743.    
0.72500000E-01  34048674.      210069.69      34258743.    
0.82500000E-01  34048674.      210069.69      34258743.    
0.92500000E-01  34048674.      210069.69      34258743.    
0.10250000      34048674.      210069.69      34258743.    
0.11250000      34048674.      210069.69      34258743.    
0.12250000      34048674.      210069.69      34258743.    
0.13250000      34048674.      210069.69      34258743.    
0.14250000      34048674.      210069.69      34258743.    
0.15250000      34048674.      210069.69      34258743.    
0.16250000      34048674.      210069.69      34258743.    
0.17250000      34048674.      210069.69      34258743.    
0.18250000      34048674.      210069.69      34258743.    
0.19250000      34048674.      210069.69      34258743.    
0.20250000      34048674.      210069.69      34258743.    
0.21250000      34048674.      210069.69      34258743.    
0.22250000      34048674.      210069.69      34258743.    
0.23250000      34048674.      210069.69      34258743.    
0.24250000      34048674.      210069.69      34258743.    
0.25250000      34048674.      210069.69      34258743.    
0.26250000      34048674.      210069.69      34258743.    
0.27250000      34048674.      210069.69      34258743.    
0.28250000      34048674.      210069.69      34258743.    
0.29250000      34048674.      210069.69      34258743.    
0.30250000      34048674.      210069.69      34258743.    
0.31250000      34048674.      210069.69      34258743.    
0.32250000      34048674.      210069.69      34258743.    
0.33250000      34048674.      210069.69      34258743.    
0.34250000      34048674.      210069.69      34258743.    
0.35250000      34048674.      210069.69      34258743.    
0.36250000      34048674.      210069.69      34258743.    
0.37250000      34048674.      210069.69      34258743.    
0.38250000      34048674.      210069.69      34258743.    
0.39250000      34048674.      210069.69      34258743.    
0.40250000      34048674.      210069.69      34258743.    
0.41250000      34048674.      210069.69      34258743.    
0.42250000      34048674.      210069.69      34258743.    
0.43250000      34048674.      210069.69      34258743.    
0.44250000      34048674.      210069.69      34258743.    
0.45250000      34048674.      210069.69      34258743.    
0.46250000      34048674.      210069.69      34258743.    
0.47250000      34048674.      210069.69      34258743.    
0.48250000      34048674.      210069.69      34258743.    
0.49250000      34048674.      210069.69      34258743.    
0.50250000      34048674.      210069.69      34258743.    
0.51250000      34048674.      210069.69      34258743.    
0.52250000      34048674.      210069.69      34258743.    
0.53250000      34048674.      210069.69      34258743.    
0.54250000      34048674.      210069.69      34258743.    
0.55250000      34048674.      210069.69      34258743.    
0.56250000      34048674.      210069.69      34258743.    
0.57250000      34048674.      210069.69      34258743.    
0.58250000      34048674.      210069.69      34258743.    
0.59250000      34048674.      210069.69      34258743.    
0.60250000      34048674.      210069.69      34258743.    
0.61250000      34048674.      210069.69      34258743.    
0.62250000      34048674.      210069.69      34258743.    
0.63250000      34048674.      210069.69      34258743.    
0.64250000      34048674.      210069.69      34258743.    
0.65250000      34048674.      210069.69      34258743.    
0.66250000      34048674.      210069.69      34258743.    
0.67250000      34048674.      210069.69      34258743.    
0.68250000      34048674.      210069.69      34258743.    
0.69250000      34048674.      210069.69      34258743.    
0.70250000      34048674.      210069.69      34258743.    
0.71250000      34048674.      210069.69      34258743.    
0.72250000      34048674.      210069.69      34258743.    
0.73250000      34048674.      210069.69      34258743.    
0.74250000      34048674.      210069.69      34258743.    
0.75250000      34048674.      210069.69      34258743.    
0.76250000      34048674.      210069.69      34258743.    
0.77250000      34048674.      210069.69      34258743.    
0.78250000      34048674.      210069.69      34258743.    
0.79250000      34048674.      210069.69      34258743.    
0.80250000      34048674.      210069.69      34258743.    
0.81250000      34048674.      210069.69      34258743.    
0.82250000      34048674.      210069.69      34258743.    
0.83250000      34048674.      210069.69      34258743.    
0.84250000      34048674.      210069.69      34258743.    
0.85250000      34048674.      210069.69      34258743.    
0.86250000      34048674.      210069.69      34258743.    
0.87250000      34048674.      210069.69      34258743.    
0.88250000      34048674.      210069.69      34258743.    
0.89250000      34048674.      210069.69      34258743.    
0.90250000      34048674.      210069.69      34258743.    
0.91250000      34048674.      210069.69      34258743.    
0.92250000      34048674.      210069.69      34258743.    
0.93250000      34048674.      210069.69      34258743.    
0.94250000      34048674.      210069.69      34258743.    
0.95250000      34048674.      210069.69      34258743.    
0.96250000      34048674.      210069.69      34258743.    
0.97250000      34048674.      210069.69      34258743.    
0.98250000      34048674.      210069.69      34258743.    
0.99250000      34048674.      210069.69      34258743.    
 1.0025000      34048674.      210069.69      34258743.    
