0.0000000      .61000000      294.00000      284.00000      200000.00      190000.00      .10000000E-001
0.12500000E-02 0.60996131      294.04550      293.97243      199170.15      196684.17     0.12500000E-02
0.25000000E-02 0.60996130      294.04549      294.04519      199216.39      196732.86     0.12500000E-02
0.37500000E-02 0.60996130      294.04549      294.04549      199216.59      196733.05     0.12500000E-02
0.50000000E-02 0.60996130      294.04549      294.04549      199216.59      196733.05     0.12500000E-02
0.62500000E-02 0.60996130      294.04549      294.04549      199216.59      196733.05     0.12500000E-02
0.75000000E-02 0.60996130      294.04549      294.04549      199216.59      196733.05     0.12500000E-02
0.10000000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.25000000E-02
0.12500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.25000000E-02
0.15000000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.25000000E-02
0.17500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.25000000E-02
0.20000000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.25000000E-02
0.22500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.25000000E-02
0.27500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.50000000E-02
0.32500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.50000000E-02
0.37500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.50000000E-02
0.42500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.50000000E-02
0.47500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.50000000E-02
0.52500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.50000000E-02
0.62500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.10000000E-01
0.72500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.10000000E-01
0.82500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.10000000E-01
0.92500000E-01 0.60996130      294.04549      294.04549      199216.59      196733.05     0.10000000E-01
